Rpsi(lP),Evac
3.373693474563930650e+00,3.709217968374237673e-01
3.449113941365653524e+00,3.791722576399041422e-01
3.526220467335310804e+00,3.872355997257668214e-01
3.605050745099829701e+00,3.950968263059279062e-01
3.685643309922118860e+00,4.027416010884173891e-01
3.768037558538585685e+00,4.101562346206628629e-01
3.852273768417770583e+00,4.173276728348046527e-01
3.938393117449518144e+00,4.242434875362695590e-01
4.026437704074308677e+00,4.308918685967270124e-01
4.116450567862592003e+00,4.372616176318002701e-01
4.208475710554176352e+00,4.433421429616058451e-01
4.302558117567971685e+00,4.491234556684999268e-01
4.398743779992582148e+00,4.545961665814394759e-01
4.497079717068518612e+00,4.597514840302202588e-01
4.597613999173002064e+00,4.645812122256446908e-01
4.700395771318612859e+00,4.690777501334789656e-01
4.805475277177252202e+00,4.732340907209786618e-01
4.912903883641178915e+00,4.770438204648629887e-01
5.022734105933116311e+00,4.805011190189666381e-01
5.135019633277705609e+00,4.836007589484725422e-01
5.249815355146858487e+00,4.863381054456690222e-01
5.367177388091835866e+00,4.887091159496518844e-01
5.487163103175172196e+00,4.907103395993369088e-01
5.609831154015846977e+00,4.923389164556187803e-01
5.735241505461426748e+00,4.935925764345457933e-01
5.863455462901181470e+00,4.944696378990024455e-01
5.994535702234507824e+00,4.949690058616538768e-01
6.128546300509313483e+00,4.950901697568260706e-01
6.265552767245337940e+00,4.948332007436010982e-01
6.405622076457713199e+00,4.941987485067333430e-01
6.548822699396437130e+00,4.931880375260467853e-01
6.695224638017739593e+00,4.918028627887960913e-01
6.844899459203728220e+00,4.900455849230611061e-01
6.997920329747023160e+00,4.879191247336333581e-01
7.154362052117490656e+00,4.854269571250495185e-01
7.314301101028558350e+00,4.825731043994403446e-01
7.477815660820993138e+00,4.793621289197213531e-01
7.644985663682397181e+00,4.757991251313472558e-01
7.815892828721133334e+00,4.718897109384117550e-01
7.990620701913756285e+00,4.676400184322986875e-01
8.169254696945490224e+00,4.630566839733857853e-01
8.351882136963713066e+00,4.581468376284869581e-01
8.538592297264862907e+00,4.529180919687870732e-01
8.729476448935621136e+00,4.473785302349903015e-01
8.924627903469726675e+00,4.415366938782686046e-01
9.124142058382204823e+00,4.354015694873711873e-01
9.328116443843340377e+00,4.289825751139345611e-01
9.536650770355153739e+00,4.222895460096355302e-01
9.749846977493730193e+00,4.153327197903374790e-01
9.967809283741186022e+00,4.081227210438186370e-01
1.019064423743165904e+01,4.006705453990309640e-01
1.041846076883623162e+01,3.929875430761161637e-01
1.065137024341219885e+01,3.850854019376292459e-01
1.088948651624281538e+01,3.769761300625473766e-01
1.113292598769398190e+01,3.686720378657323827e-01
1.138180766031524627e+01,3.601857197865122595e-01
1.163625319701278116e+01,3.515300355709920499e-01
1.189638698052291232e+01,3.427180911735853153e-01
1.216233617421512747e+01,3.337632193040736550e-01
1.243423078425445816e+01,3.246789596472472450e-01
1.271220372315342928e+01,3.154790387828860232e-01
1.299639087474483645e+01,3.061773498344592670e-01
1.328693116060693313e+01,2.967879318755020646e-01
1.358396660797367161e+01,2.873249491231392172e-01
1.388764241916300968e+01,2.778026699486827455e-01
1.419810704255742628e+01,2.682354457356244670e-01
1.451551224517113070e+01,2.586376896156884486e-01
1.484001318683965209e+01,2.490238551138921896e-01
1.517176849606786426e+01,2.394084147337922353e-01
1.551094034757373485e+01,2.298058385142620064e-01
1.585769454156549507e+01,2.202305725892688137e-01
1.621220058479119075e+01,2.106970177821793355e-01
1.657463177340003568e+01,2.012195082661350776e-01
1.694516527765625469e+01,1.918122903219864062e-01
1.732398222854666869e+01,1.824895012251941395e-01
1.771126780632447861e+01,1.732651482929409847e-01
1.810721133103251290e+01,1.641530881225085337e-01
1.851200635505004399e+01,1.551670060517235106e-01
1.892585075770871228e+01,1.463203958719684339e-01
1.934894684202343029e+01,1.376265398239210902e-01
1.978150143358595159e+01,1.290984889057673335e-01
2.022372598166906599e+01,1.207490435232133202e-01
2.067583666259119113e+01,1.125907345101100077e-01
2.113805448539156728e+01,1.046358045479834770e-01
2.161060539986804230e+01,9.689619001217872341e-02
2.209372040702989892e+01,8.938350327169992948e-02
2.258763567202010236e+01,8.210901546916894722e-02
2.309259263956178998e+01,7.508363980661889037e-02
2.360883815198580393e+01,6.831791536208496607e-02
2.413662456989658267e+01,6.182199146118547151e-02
2.467620989553581978e+01,5.560561262704954294e-02
2.522785789890374275e+01,4.967810413110124862e-02
2.579183824670010239e+01,4.404835816631257062e-02
2.636842663414750021e+01,3.872482066361741804e-02
2.695790491976189429e+01,3.371547877121616049e-02
2.756056126313573174e+01,2.902784901552257074e-02
2.817669026580153613e+01,2.466896616147948654e-02
2.880659311524430066e+01,2.064537278893938815e-02
2.945057773213362040e+01,1.696310960072810667e-02
3.010895892084698389e+01,1.362770647692617548e-02
3.078205852335835857e+01,1.064417428878570646e-02
3.147020557656676942e+01,8.016997484570189195e-03
3.217373647314227014e+01,5.750127458448139536e-03
3.289299512596745245e+01,3.846976712409252031e-03
3.362833313625540654e+01,2.310413819981363501e-03
3.438010996542570297e+01,1.142759199334528837e-03
3.514869311082309622e+01,3.457817021465227564e-04
3.593445828536416542e+01,-7.930397661189140981e-05
3.673778960120029069e+01,-1.318390640410481494e-04
3.755907975748639416e+01,1.882783528742503030e-04
3.839873023234729743e+01,8.805932184650286636e-04
3.925715147913570746e+01,1.944094228817697806e-03
4.013476312707744142e+01,3.377215380438764510e-03
4.103199418640242868e+01,5.177838344895156417e-03
4.194928325806120029e+01,7.343295665943562131e-03
4.288707874813003684e+01,9.870374774437806753e-03
4.384583908700885502e+01,1.275532281507775478e-02
4.482603295351977124e+01,1.599385227785206365e-02
4.582813950401509118e+01,1.958114742582561449e-02
4.685264860660749520e+01,2.351187150973179166e-02
4.790006108063616352e+01,2.778017475865309296e-02
4.897088894148668459e+01,3.237970313491898844e-02
5.006565565088360614e+01,3.730360784020049503e-02
5.118489637277878757e+01,4.254455555866679811e-02
5.232915823495988406e+01,4.809473942196205304e-02
5.349900059650758521e+01,5.394589067968637297e-02
5.469499532123157337e+01,6.008929105800542986e-02
5.591772705721970027e+01,6.651578578799573205e-02
5.716779352263618819e+01,7.321579728431555634e-02
5.844580579790937946e+01,8.017933945383862171e-02
5.975238862445110755e+01,8.739603261293070469e-02
6.108818071005443784e+01,9.485511899115127432e-02
6.245383504111833872e+01,1.025454787982785082e-01
6.385001920185268887e+01,1.104556468307176520e-01
6.527741570061880338e+01,1.185738295925486685e-01
6.673672230356594071e+01,1.268879229056970592e-01
6.822865237572592889e+01,1.353855299829797854e-01
6.975393522973355687e+01,1.440539799370927354e-01
7.131331648234237264e+01,1.528803466979487546e-01
7.290755841891083833e+01,1.618514683101656138e-01
7.453744036603674772e+01,1.709539665819403698e-01
7.620375907252166314e+01,1.801742670560135540e-01
7.790732909885268498e+01,1.894986192729560814e-01
7.964898321539044446e+01,1.989131172965562244e-01
8.142957280945955745e+01,2.084037204707193114e-01
8.324996830153907013e+01,2.179562743769179745e-01
8.511105957075770334e+01,2.275565319609536841e-01
8.701375638990052153e+01,2.371901747975196373e-01
8.895898887014119794e+01,2.468428344608645797e-01
9.094770791571556856e+01,2.565001139696825860e-01
9.298088568876049465e+01,2.661476092742562360e-01
9.505951608454364532e+01,2.757709307538057653e-01
9.718461521731798314e+01,2.853557246919923851e-01
9.935722191703696637e+01,2.948876946985383163e-01
1.015783982371748806e+02,3.043526230450324666e-01
1.038492299738990852e+02,3.137363918830878284e-01
1.061708271968487480e+02,3.230250043132186222e-01
1.085443247917796299e+02,3.322046052730043275e-01
1.109708830153395525e+02,3.412615022134002918e-01
1.134516880622468307e+02,3.501821855323491994e-01
1.159879526451470895e+02,3.589533487352157826e-01
1.185809165874340891e+02,3.675619082919909242e-01
1.212318474293227695e+02,3.759950231616301375e-01
1.239420410474720029e+02,3.842401139544210364e-01
1.267128222884580424e+02,3.922848817037922209e-01
1.295455456164108341e+02,4.001173262195680813e-01
1.324415957751278086e+02,4.077257639952944213e-01
1.354023884649901959e+02,4.150988456429285378e-01
1.384293710350109734e+02,4.222255728288842880e-01
1.415240231903550523e+02,4.290953146861776757e-01
1.446878577156757615e+02,4.356978236781920977e-01
1.479224212146218633e+02,4.420232508904001767e-01
1.512292948658773355e+02,4.480621607272329832e-01
1.546100951961012413e+02,4.538055449921820639e-01
1.580664748701485962e+02,4.592448363301266379e-01
1.616001234989558952e+02,4.643719210118387175e-01
1.652127684654885513e+02,4.691791510416007949e-01
1.689061757691508490e+02,4.736593555698712654e-01
1.726821508890748476e+02,4.778058515939786477e-01
1.765425396667074835e+02,4.816124539308872521e-01
1.804892292081294158e+02,4.850734844471544793e-01
1.845241488065437352e+02,4.881837805323162027e-01
1.886492708853891145e+02,4.909387028030626210e-01
1.928666119625357851e+02,4.933341420267147726e-01
1.971782336360375609e+02,4.953665252536733066e-01
2.015862435919187874e+02,4.970328211496966020e-01
2.060927966344928848e+02,4.983305445200554296e-01
2.107000957397130492e+02,4.992577600188164433e-01
2.154103931320720164e+02,4.998130850377254242e-01
2.202259913855747868e+02,4.999956917703806680e-01
2.251492445493256298e+02,4.998053084486227537e-01
2.301825592982773401e+02,4.992422197492958902e-01
2.353283961097071142e+02,4.983072663707786565e-01
2.405892704659908361e+02,4.970018437799168520e-01
2.459677540842681367e+02,4.953279001312311247e-01
2.514664761735960781e+02,4.932879333615058925e-01
2.570881247202082136e+02,4.908849874640950905e-01
2.628354478015039035e+02,4.881226479485085701e-01
2.687112549294148494e+02,4.850050364920502899e-01
2.747184184238020066e+02,4.815368047914931338e-01
2.808598748165563848e+02,4.777231276239646829e-01
2.871386262870871633e+02,4.735696951273965505e-01
2.935577421299030334e+02,4.690827043120564532e-01
3.001203602550007759e+02,4.642688498158314414e-01
3.068296887217958329e+02,4.591353139170500919e-01
3.136890073073459462e+02,4.536897558197524605e-01
3.207016691096299610e+02,4.479403002273921741e-01
3.278711021866722035e+02,4.418955252220134744e-01
3.352008112323078990e+02,4.355644494669977940e-01
3.426943792894132912e+02,4.289565187524659318e-01
3.503554695014324238e+02,4.220815919034143771e-01
3.581878269030634101e+02,4.149499260716079108e-01
3.661952802509745197e+02,4.075721614331773157e-01
3.743817438954484373e+02,3.999593053147452726e-01
3.827512196938648117e+02,3.921227157717763201e-01
3.913077989669630483e+02,3.840740846436366818e-01
4.000556644988358244e+02,3.758254201106629999e-01
4.089990925816363756e+02,3.673890287792433984e-01
4.181424551059912460e+02,3.587774973216611429e-01
4.274902216981499805e+02,3.500036736980786101e-01
4.370469619049089260e+02,3.410806479886800968e-01
4.468173474273826287e+02,3.320217328645782007e-01
4.568061544047079678e+02,3.228404437266165772e-01
4.670182657488058453e+02,3.135504785416937668e-01
4.774586735313349095e+02,3.041656974067046271e-01
4.881324814240094270e+02,2.947001018705801556e-01
4.990449071934670542e+02,2.851678140452773014e-01
5.102012852519150670e+02,2.755830555368886103e-01
5.216070692647945179e+02,2.659601262283016743e-01
5.332678348167434024e+02,2.563133829450593981e-01
5.451892821371529863e+02,2.466572180362639477e-01
5.573772388866603933e+02,2.370060379024651054e-01
5.698376630059320860e+02,2.273742415025792052e-01
5.825766456281353385e+02,2.177761988718979469e-01
5.956004140565150919e+02,2.082262296832439186e-01
6.089153348085400239e+02,1.987385818832538009e-01
6.225279167281004220e+02,1.893274104356602594e-01
6.364448141672800148e+02,1.800067562032950930e-01
6.506728302392608612e+02,1.707905250003103337e-01
6.652189201439422277e+02,1.616924668458796233e-01
6.800901945679115670e+02,1.527261554503249463e-01
6.952939231604193537e+02,1.439049679642762924e-01
7.108375380870654681e+02,1.352420650210764685e-01
7.267286376629225515e+02,1.267503711022148760e-01
7.429749900668862210e+02,1.184425552550697897e-01
7.595845371390579430e+02,1.103310121917357584e-01
7.765653982630234395e+02,1.024278437971347794e-01
7.939258743349149654e+02,9.474484107400109323e-02
8.116744518212100274e+02,8.729346655167136149e-02
8.298198069072403769e+02,8.008483718493039638e-02
8.483708097384475195e+02,7.312970776842422915e-02
8.673365287564446362e+02,6.643845489138534843e-02
8.867262351320224525e+02,6.002106145660880687e-02
9.065494072972510367e+02,5.388710178677614399e-02
9.268157355789045369e+02,4.804572734034592146e-02
9.475351269354589476e+02,4.250565305832581381e-02
9.687177097999972375e+02,3.727514436229187322e-02
9.903738390313741320e+02,3.236200482305384013e-02
1.012514100976071404e+03,2.777356451836606940e-02
1.035149318643205106e+03,2.351666909705357744e-02
1.058290556995230418e+03,1.959766956586569964e-02
1.081949128356918663e+03,1.602241281429806277e-02
1.106136597945258927e+03,1.279623289151783985e-02
1.130864789522973297e+03,9.923943048406881975e-03
1.156145791178430500e+03,7.409828556594757511e-03
1.181991961234763721e+03,5.257640315197866995e-03
1.208415934291098893e+03,3.470589254798191713e-03
1.235430627398822935e+03,2.051341547016301975e-03
1.263049246375939447e+03,1.002014626821501244e-03
1.291285292262577514e+03,3.241740335148349402e-04
1.320152567920816637e+03,1.883107509928342018e-05
1.349665184782059896e+03,8.644131951990373462e-05
1.379837569745235896e+03,5.269039150262544262e-04
1.410684472229224411e+03,1.339561740670558053e-03
1.442220971382935659e+03,2.523202386717318755e-03
1.474462483456582504e+03,4.076059963502011614e-03
1.507424769337725820e+03,5.995817736039398341e-03
1.541123942255806924e+03,8.279611580452065842e-03
1.575576475658908748e+03,1.092403425706099836e-02
1.610799211266614975e+03,1.392514049376550669e-02
1.646809367302880219e+03,1.727845287212571163e-02
1.683624546912962614e+03,2.097896850736676727e-02
1.721262746768515171e+03,2.502116651234142716e-02
1.759742365865053898e+03,2.939901623431231611e-02
1.799082214516083695e+03,3.410598625226396452e-02
1.839301523548306932e+03,3.913505412132835953e-02
1.880419953702385783e+03,4.447871684977618145e-02
1.922457605243873559e+03,5.012900209295135384e-02
1.965435027788984371e+03,5.607748004744356196e-02
2.009373230350040785e+03,6.231527602775540492e-02
2.054293691605480944e+03,6.883308370669986853e-02
2.100218370399468768e+03,7.562117899977663371e-02
2.147169716476206759e+03,8.266943457280800933e-02
2.195170681454239457e+03,8.996733495119497992e-02
2.244244730046080804e+03,9.750399220825088642e-02
2.294415851528675375e+03,1.052681622092047770e-01
2.345708571470262541e+03,1.132482613866384880e-01
2.398147963719422933e+03,1.214323840223352768e-01
2.451759662662137544e+03,1.298083200097517320e-01
2.506569875752853477e+03,1.383635730706125055e-01
2.562605396325704078e+03,1.470853793984577829e-01
2.619893616692103024e+03,1.559607267013145837e-01
2.678462541531166607e+03,1.649763736150961224e-01
2.738340801579469826e+03,1.741188694587565977e-01
2.799557667626858802e+03,1.833745743017340668e-01
2.862143064825118927e+03,1.927296793137331932e-01
2.926127587316549125e+03,2.021702273665014482e-01
2.991542513189543570e+03,2.116821338568503907e-01
3.058419819768535945e+03,2.212512077198599547e-01
3.126792199245720440e+03,2.308631726009161833e-01
3.196693074662264280e+03,2.405036881549922345e-01
3.268156616246763861e+03,2.501583714414045145e-01
3.341217758118976235e+03,2.598128183821135084e-01
3.415912215366937744e+03,2.694526252515584419e-01
3.492276501505880788e+03,2.790634101659652533e-01
3.570347946327433874e+03,2.886308345400754871e-01
3.650164714147870200e+03,2.981406244792713656e-01
3.731765822464266876e+03,3.075785920751815117e-01
3.815191161027768885e+03,3.169306565730126146e-01
3.900481511343220973e+03,3.261828653790077581e-01
3.987678566604746266e+03,3.353214148766995861e-01
4.076824952076956833e+03,3.443326710209010377e-01
4.167964245931832920e+03,3.532031896787063419e-01
4.261141000551394427e+03,3.619197366871589883e-01
4.356400764306632482e+03,3.704693075976563943e-01
4.453790103823276695e+03,3.788391470776399927e-01
4.553356626745358881e+03,3.870167679406221750e-01
4.655149005007651795e+03,3.949899697761568573e-01
4.759216998628393412e+03,4.027468571519630669e-01
4.865611480033864609e+03,4.102758573610429393e-01
4.974384458926801017e+03,4.175657376873153082e-01
5.085589107710725330e+03,4.246056221640106543e-01
5.199279787482651955e+03,4.313850077998165888e-01
5.315512074606897841e+03,4.378937802485814434e-01
5.434342787882907032e+03,4.441222288991751310e-01
5.555830016320483082e+03,4.500610613630145473e-01
5.680033147535912576e+03,4.557014173376303101e-01
5.807012896782928692e+03,4.610348818255930459e-01
5.936831336632626517e+03,4.660534976890708947e-01
6.069551927316939327e+03,4.707497775213049795e-01
6.205239547750414204e+03,4.751167148172696364e-01
6.343960527245549201e+03,4.791477944268707212e-01
6.485782677937058907e+03,4.828370022750704260e-01
6.630775327931075481e+03,4.861788343344520813e-01
6.779009355195373246e+03,4.891683048368263842e-01
6.930557222207260565e+03,4.918009537116350693e-01
7.085493011375981951e+03,4.940728532400502360e-01
7.243892461257065406e+03,4.959806139148452697e-01
7.405833003576218289e+03,4.975213894972930762e-01
7.571393801080955200e+03,4.986928812635467168e-01
7.740655786238338806e+03,4.994933414341689026e-01
7.913701700797905687e+03,4.999215757816919403e-01
8.090616136238989384e+03,4.999769454123185186e-01
8.271485575122311275e+03,4.996593677191059069e-01
8.456398433365926394e+03,4.989693165052103696e-01
8.645445103466345245e+03,4.979078212770081668e-01
8.838717998685837301e+03,4.964764657081485177e-01
9.036311598227610375e+03,4.946773852768294177e-01
9.238322493420822866e+03,4.925132640798204342e-01
9.444849434938152626e+03,4.899873308279885653e-01
9.655993381068905364e+03,4.871033540292981079e-01
9.871857547071331282e+03,4.838656363664721738e-01
1.009254745562814787e+04,4.802790082777077529e-01
1.031817098843009444e+04,4.763488207500143901e-01
1.054883843891269134e+04,4.720809373359335370e-01
1.078466256617178078e+04,4.674817254055494420e-01
1.102575865008465735e+04,4.625580466468365848e-01
1.127224454766311828e+04,4.573172468285278680e-01
1.152424075066664955e+04,4.517671448407610257e-01
1.178187044450334542e+04,4.459160210298701021e-01
1.204525956844759639e+04,4.397726048447155311e-01
1.231453687720417474e+04,4.333460618129828523e-01
1.258983400384840024e+04,4.266459798668875703e-01
1.287128552417336141e+04,4.196823550386842849e-01
1.315902902247589918e+04,4.124655765473158042e-01
1.345320515881288338e+04,4.050064112984612108e-01
1.375395773776142778e+04,3.973159878210951179e-01
1.406143377871600205e+04,3.894057796645455927e-01
1.437578358775705965e+04,3.812875882807930106e-01
1.469716083112659544e+04,3.729735254175675085e-01
1.502572261034600342e+04,3.644759950485090827e-01
1.536162953901323635e+04,3.558076748673458245e-01
1.570504582131710958e+04,3.469814973737048169e-01
1.605613933230634939e+04,3.380106305787681231e-01
1.641508169995358548e+04,3.289084583595615063e-01
1.678204838905357974e+04,3.196885604911912093e-01
1.715721878699706213e+04,3.103646923868160767e-01
1.754077629146234904e+04,3.009507645755723493e-01
1.793290840006707731e+04,2.914608219490842367e-01
1.833380680202410804e+04,2.819090228075200044e-01
1.874366747184683481e+04,2.723096177364296988e-01
1.916269076514873450e+04,2.626769283459289284e-01
1.959108151658513816e+04,2.530253259038985347e-01
2.002904913998415577e+04,2.433692098950988592e-01
2.047680773071607109e+04,2.337229865382065563e-01
2.093457617035163639e+04,2.241010472927756070e-01
2.140257823365946751e+04,2.145177473882402264e-01
2.188104269799601389e+04,2.049873844069644013e-01
2.237020345514058499e+04,1.955241769532893581e-01
2.287029962563047593e+04,1.861422434404229054e-01
2.338157567565253703e+04,1.768555810267935513e-01
2.390428153654749258e+04,1.676780447333210133e-01
2.443867272698579472e+04,1.586233267727327756e-01
2.498501047787531570e+04,1.497049361217865082e-01
2.554356186006061762e+04,1.409361783668717505e-01
2.611459991487779553e+04,1.323301358530346861e-01
2.669840378762737964e+04,1.238996481660906146e-01
2.729525886403112600e+04,1.156572929768952401e-01
2.790545690973980163e+04,1.076153672763760644e-01
2.852929621295927791e+04,9.978586902933066216e-02
2.916708173026507211e+04,9.218047927433570266e-02
2.981912523567720928e+04,8.481054469649085270e-02
3.048574547306686145e+04,7.768706069899981859e-02
3.116726831197098727e+04,7.082065499882844728e-02
3.186402690688968141e+04,6.422157177093075486e-02
3.257636186014467967e+04,5.789965636469074362e-02
3.330462138837921520e+04,5.186434061538060247e-02
3.404916149277949444e+04,4.612462877254899091e-02
3.481034613310147688e+04,4.068908406634660219e-02
3.558854740558891353e+04,3.556581593180702106e-02
3.638414572486763791e+04,3.076246791016706839e-02
3.719753000990735745e+04,2.628620624526099847e-02
3.802909787413992308e+04,2.214370919200793139e-02
3.887925581982782023e+04,1.834115705294701859e-02
3.974841943677850213e+04,1.488422295767580228e-02
4.063701360550041863e+04,1.177806439895576554e-02
4.154547270490061783e+04,9.027315538114264251e-03
4.247424082462644583e+04,6.636080291209984876e-03
4.342377198215285898e+04,4.607926206294004484e-03
4.439453034472424042e+04,2.945879140887248254e-03
4.538699045625684812e+04,1.652418747623190468e-03
4.640163746931382775e+04,7.294747747882969176e-04
4.743896738226702291e+04,1.784241872770068072e-04
4.849948728175925498e+04,8.911226274846551812e-08
4.958371559058840649e+04,1.947356126430916919e-04
5.069218232113202976e+04,7.620732900942108531e-04
5.182542933443748916e+04,1.701255718323138209e-03
5.298401060510495881e+04,3.010881705875064537e-03
5.416849249209120899e+04,4.688997386607283817e-03
5.537945401556721481e+04,6.733099134714997172e-03
5.661748713996620791e+04,9.140137299958505518e-03
5.788319706335768569e+04,1.190652075751685336e-02
5.917720251329224266e+04,1.502812226568481929e-02
6.050013604925901018e+04,1.850028462341503713e-02
6.185264437190455646e+04,2.231782761852017100e-02
6.323538863916576520e+04,2.647505575617237206e-02
6.464904478946880408e+04,3.096576675616408841e-02
6.609430387215333758e+04,3.578326080625542083e-02
6.757187238528487796e+04,4.092035055780444963e-02
6.908247262101707747e+04,4.636937184876718104e-02
7.062684301867675094e+04,5.212219513806316817e-02
7.220573852574097691e+04,5.817023763425936689e-02
7.381993096688391233e+04,6.450447610046580738e-02
7.547020942127515445e+04,7.111546031634277676e-02
7.715738060831146140e+04,7.799332717714249630e-02
7.888226928197171947e+04,8.512781540873469444e-02
8.064571863398933783e+04,9.250828087668212796e-02
8.244859070603549480e+04,1.001237124665049910e-01
8.429176681111923244e+04,1.079627485114628416e-01
8.617614796440662758e+04,1.160136937433289550e-01
8.810265532367101696e+04,1.242645367408686807e-01
9.007223063959144929e+04,1.327029678500138976e-01
9.208583671611512545e+04,1.413163975489535318e-01
9.414445788111414004e+04,1.500919752307839639e-01
9.624910046756219526e+04,1.590166083756804627e-01
9.840079330546813435e+04,1.680769820839645989e-01
1.006005882248086564e+05,1.772595789409744660e-01
1.028495605697025894e+05,1.865506991840519269e-01
1.051488097240797215e+05,1.959364811415843233e-01
1.074994596491032571e+05,2.054029219136101758e-01
1.099026594326034538e+05,2.149358982631146275e-01
1.123595838507973094e+05,2.245211876868719036e-01
1.148714339425636572e+05,2.341444896343769233e-01
1.174394375965562504e+05,2.437914468432172965e-01
1.200648501514442178e+05,2.534476667590642718e-01
1.227489550095691229e+05,2.630987430083079337e-01
1.254930642643204628e+05,2.727302768913104636e-01
1.282985193415389222e+05,2.823278988642155540e-01
1.311666916552548646e+05,2.918772899772538731e-01
1.340989832780897850e+05,3.013642032375751789e-01
1.370968276266424509e+05,3.107744848647089331e-01
1.401616901621971629e+05,3.200940954069754207e-01
1.432950691070988833e+05,3.293091306873212609e-01
1.464984961771411763e+05,3.384058425473315812e-01
1.497735373303266242e+05,3.473706593584780511e-01
1.531217935323691636e+05,3.561902062699936478e-01
1.565449015393052832e+05,3.648513251631734788e-01
1.600445346976051223e+05,3.733410942823229273e-01
1.636224037621676107e+05,3.816468475130779803e-01
1.672802577326019818e+05,3.897561932793112138e-01
1.710198847082082357e+05,3.976570330304655121e-01
1.748431127620659245e+05,4.053375792917007225e-01
1.787518108346687513e+05,4.127863732499451599e-01
1.827478896475334477e+05,4.199923018496106164e-01
1.868333026372324384e+05,4.269446143724509590e-01
1.910100469103109208e+05,4.336329384768505824e-01
1.952801642195479362e+05,4.400472956726034224e-01
1.996457419620423461e+05,4.461781162080805108e-01
2.041089141996151884e+05,4.520162533476087541e-01
2.086718627020178828e+05,4.575529970177271144e-01
2.133368180134677095e+05,4.627800868019774638e-01
2.181060605430222349e+05,4.676897242648455078e-01
2.229819216793293017e+05,4.722745845864521619e-01
2.279667849303018302e+05,4.765278274906522005e-01
2.330630870882667659e+05,4.804431074502226173e-01
2.382733194211609080e+05,4.840145831539277577e-01
2.436000288903618348e+05,4.872369262213273600e-01
2.490458193957361800e+05,4.901053291523281286e-01
2.546133530485293013e+05,4.926155124996265400e-01
2.603053514727060101e+05,4.947637312533270104e-01
2.661245971353828209e+05,4.965467804282246989e-01
2.720739347070081276e+05,4.979619998454089536e-01
2.781562724519443582e+05,4.990072781010547742e-01
2.843745836501375306e+05,4.996810557164832467e-01
2.907319080505744787e+05,4.999823274647898774e-01
2.972313533572241431e+05,4.999106438705692712e-01
3.038760967482064734e+05,4.994661118804994970e-01
3.106693864289172925e+05,4.986493947037858310e-01
3.176145432198736817e+05,4.974617108227005757e-01
3.247149621800621971e+05,4.959048321746978294e-01
3.319741142665720545e+05,4.939810815088104268e-01
3.393955480313300504e+05,4.916933289202802815e-01
3.469828913557734340e+05,4.890449875685858316e-01
3.547398532242922229e+05,4.860400085852566998e-01
3.626702255373275839e+05,4.826828751790759875e-01
3.707778849649963668e+05,4.789785959474595622e-01
3.790667948421537876e+05,4.749326974039967952e-01
